"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","flighttime","flighttime24","ChristmasEve"
"11891",2013,11,24,2112,2059,13,2335,2334,1,"EV",4645,"N16963","EWR","JAX",122,820,20,59,2013-11-24 20:00:00,223,223,"Un-Christmas Eve"
"11892",2013,11,24,2112,2100,12,2216,2209,7,"UA",1482,"N37474","EWR","BOS",40,200,21,0,2013-11-24 21:00:00,104,104,"Un-Christmas Eve"
"11893",2013,11,24,2114,2050,24,2243,2212,31,"DL",985,"N908DL","JFK","BOS",38,187,20,50,2013-11-24 20:00:00,129,129,"Un-Christmas Eve"
"11894",2013,11,24,2115,1910,125,10,2209,121,"DL",2159,"N942DL","JFK","MCO",128,944,19,10,2013-11-24 19:00:00,-2105,295,"Un-Christmas Eve"
"11895",2013,11,24,2115,2027,48,2322,2243,39,"EV",4445,"N14920","EWR","IND",104,645,20,27,2013-11-24 20:00:00,207,207,"Un-Christmas Eve"
"11896",2013,11,24,2116,2023,53,2355,2251,64,"EV",4333,"N14174","EWR","TUL",197,1215,20,23,2013-11-24 20:00:00,239,239,"Un-Christmas Eve"
"11897",2013,11,24,2117,1530,347,19,1915,304,"AA",85,"N380AA","JFK","SFO",340,2586,15,30,2013-11-24 15:00:00,-2098,302,"Un-Christmas Eve"
"11898",2013,11,24,2118,2125,-7,2317,2328,-11,"EV",3845,"N15910","EWR","GSP",91,594,21,25,2013-11-24 21:00:00,199,199,"Un-Christmas Eve"
"11899",2013,11,24,2119,2045,34,2308,2300,8,"EV",5237,"N707EV","LGA","CHS",88,641,20,45,2013-11-24 20:00:00,189,189,"Un-Christmas Eve"
"11900",2013,11,24,2120,2100,20,2346,2345,1,"B6",499,"N627JB","LGA","MCO",128,950,21,0,2013-11-24 21:00:00,226,226,"Un-Christmas Eve"
"11901",2013,11,24,2123,2100,23,2222,2214,8,"US",2197,"N725UW","LGA","DCA",37,214,21,0,2013-11-24 21:00:00,99,99,"Un-Christmas Eve"
"11902",2013,11,24,2124,2129,-5,2211,2233,-22,"EV",5675,"N14916","EWR","PVD",31,160,21,29,2013-11-24 21:00:00,87,87,"Un-Christmas Eve"
"11903",2013,11,24,2125,2129,-4,2350,10,-20,"B6",527,"N775JB","EWR","MCO",127,937,21,29,2013-11-24 21:00:00,225,225,"Un-Christmas Eve"
"11904",2013,11,24,2128,2127,1,2358,16,-18,"UA",352,"N580UA","EWR","IAH",187,1400,21,27,2013-11-24 21:00:00,230,230,"Un-Christmas Eve"
"11905",2013,11,24,2136,2107,29,2332,2319,13,"EV",4536,"N11551","EWR","CVG",98,569,21,7,2013-11-24 21:00:00,196,196,"Un-Christmas Eve"
"11906",2013,11,24,2139,2135,4,100,55,5,"AA",185,"N319AA","JFK","LAX",335,2475,21,35,2013-11-24 21:00:00,-2039,361,"Un-Christmas Eve"
"11907",2013,11,24,2140,2106,34,24,2343,41,"B6",1677,"N267JB","JFK","JAX",119,828,21,6,2013-11-24 21:00:00,-2116,284,"Un-Christmas Eve"
"11908",2013,11,24,2145,2115,30,2333,2315,18,"MQ",3384,"N523MQ","LGA","CLT",82,544,21,15,2013-11-24 21:00:00,188,188,"Un-Christmas Eve"
"11909",2013,11,24,2146,2106,40,2238,2213,25,"B6",2680,"N317JB","EWR","BOS",38,200,21,6,2013-11-24 21:00:00,92,92,"Un-Christmas Eve"
"11910",2013,11,24,2148,2055,53,2348,2310,38,"MQ",3473,"N513MQ","LGA","ATL",105,762,20,55,2013-11-24 20:00:00,200,200,"Un-Christmas Eve"
"11911",2013,11,24,2148,2140,8,47,36,11,"B6",425,"N507JB","JFK","TPA",142,1005,21,40,2013-11-24 21:00:00,-2101,299,"Un-Christmas Eve"
"11912",2013,11,24,2150,2111,39,2336,2303,33,"EV",4700,"N12540","EWR","CLT",88,529,21,11,2013-11-24 21:00:00,186,186,"Un-Christmas Eve"
"11913",2013,11,24,2150,2124,26,37,104,-27,"UA",1049,"N27421","EWR","SFO",325,2565,21,24,2013-11-24 21:00:00,-2113,287,"Un-Christmas Eve"
"11914",2013,11,24,2152,2025,87,37,2335,62,"UA",577,"N819UA","EWR","MIA",139,1085,20,25,2013-11-24 20:00:00,-2115,285,"Un-Christmas Eve"
"11915",2013,11,24,2152,2131,21,35,15,20,"B6",611,"N629JB","JFK","LAS",307,2248,21,31,2013-11-24 21:00:00,-2117,283,"Un-Christmas Eve"
"11916",2013,11,24,2153,2145,8,57,46,11,"B6",1901,"N529JB","JFK","FLL",141,1069,21,45,2013-11-24 21:00:00,-2096,304,"Un-Christmas Eve"
"11917",2013,11,24,2154,2150,4,37,36,1,"B6",1183,"N804JB","JFK","MCO",130,944,21,50,2013-11-24 21:00:00,-2117,283,"Un-Christmas Eve"
"11918",2013,11,24,2155,2157,-2,2251,2307,-16,"UA",1066,"N76505","EWR","BOS",39,200,21,57,2013-11-24 21:00:00,96,96,"Un-Christmas Eve"
"11919",2013,11,24,2205,2150,15,2322,2311,11,"EV",3846,"N13978","EWR","ROC",49,246,21,50,2013-11-24 21:00:00,117,117,"Un-Christmas Eve"
"11920",2013,11,24,2208,2058,70,18,2329,49,"EV",4212,"N11127","EWR","MSY",173,1167,20,58,2013-11-24 20:00:00,-2190,210,"Un-Christmas Eve"
"11921",2013,11,24,2209,2130,39,47,2359,48,"B6",97,"N594JB","JFK","DEN",245,1626,21,30,2013-11-24 21:00:00,-2162,238,"Un-Christmas Eve"
"11922",2013,11,24,2212,2035,97,2324,2200,84,"9E",2914,"N295PQ","JFK","DCA",45,213,20,35,2013-11-24 20:00:00,112,112,"Un-Christmas Eve"
"11923",2013,11,24,2214,2045,89,50,2344,66,"UA",1115,"N35260","EWR","TPA",138,997,20,45,2013-11-24 20:00:00,-2164,236,"Un-Christmas Eve"
"11924",2013,11,24,2216,1954,142,10,2200,130,"EV",4370,"N14902","EWR","CHS",93,628,19,54,2013-11-24 19:00:00,-2206,194,"Un-Christmas Eve"
"11925",2013,11,24,2216,2130,46,2337,2245,52,"MQ",3621,"N848MQ","JFK","DCA",43,213,21,30,2013-11-24 21:00:00,121,121,"Un-Christmas Eve"
"11926",2013,11,24,2218,2035,103,2347,2215,92,"MQ",3257,"N827MQ","LGA","RDU",66,431,20,35,2013-11-24 20:00:00,129,129,"Un-Christmas Eve"
"11927",2013,11,24,2223,2139,44,5,2302,63,"B6",702,"N179JB","JFK","BUF",64,301,21,39,2013-11-24 21:00:00,-2218,182,"Un-Christmas Eve"
"11928",2013,11,24,2224,2100,84,2332,2239,53,"EV",5048,"N398CA","LGA","RIC",48,292,21,0,2013-11-24 21:00:00,108,108,"Un-Christmas Eve"
"11929",2013,11,24,2227,2229,-2,2351,2351,0,"B6",486,"N265JB","JFK","ROC",59,264,22,29,2013-11-24 22:00:00,124,124,"Un-Christmas Eve"
"11930",2013,11,24,2232,1725,307,7,1915,292,"WN",3069,"N482WN","EWR","STL",140,872,17,25,2013-11-24 17:00:00,-2225,175,"Un-Christmas Eve"
"11931",2013,11,24,2233,2159,34,2326,2307,19,"9E",3525,"N908XJ","LGA","SYR",39,198,21,59,2013-11-24 21:00:00,93,93,"Un-Christmas Eve"
"11932",2013,11,24,2235,2152,43,12,2342,30,"EV",4672,"N11536","EWR","STL",142,872,21,52,2013-11-24 21:00:00,-2223,177,"Un-Christmas Eve"
"11933",2013,11,24,2246,2145,61,124,33,51,"B6",705,"N192JB","EWR","FLL",143,1065,21,45,2013-11-24 21:00:00,-2122,278,"Un-Christmas Eve"
"11934",2013,11,24,2247,2250,-3,2359,2356,3,"B6",1816,"N281JB","JFK","SYR",47,209,22,50,2013-11-24 22:00:00,112,112,"Un-Christmas Eve"
"11935",2013,11,24,2247,2250,-3,22,8,14,"B6",2002,"N229JB","JFK","BUF",63,301,22,50,2013-11-24 22:00:00,-2225,175,"Un-Christmas Eve"
"11936",2013,11,24,2248,2245,3,9,2353,16,"B6",108,"N374JB","JFK","PWM",56,273,22,45,2013-11-24 22:00:00,-2239,161,"Un-Christmas Eve"
"11937",2013,11,24,2252,2255,-3,2357,2356,1,"B6",718,"N510JB","JFK","BOS",38,187,22,55,2013-11-24 22:00:00,105,105,"Un-Christmas Eve"
"11938",2013,11,24,2256,2229,27,15,2343,32,"B6",234,"N178JB","JFK","BTV",53,266,22,29,2013-11-24 22:00:00,-2241,159,"Un-Christmas Eve"
"11939",2013,11,24,2301,1225,636,149,1535,614,"AA",1697,"N634AA","JFK","MIA",143,1089,12,25,2013-11-24 12:00:00,-2152,248,"Un-Christmas Eve"
"11940",2013,11,24,2330,2110,140,54,2306,108,"EV",4885,"N755EV","LGA","ILM",69,500,21,10,2013-11-24 21:00:00,-2276,124,"Un-Christmas Eve"
"11941",2013,11,24,2342,2159,103,103,2322,101,"EV",5311,"N600QX","LGA","BGR",61,378,21,59,2013-11-24 21:00:00,-2239,161,"Un-Christmas Eve"
"11942",2013,11,24,2351,2359,-8,438,440,-2,"B6",1503,"N644JB","JFK","SJU",196,1598,23,59,2013-11-24 23:00:00,-1913,487,"Un-Christmas Eve"
"11943",2013,11,24,2354,2359,-5,436,445,-9,"B6",745,"N605JB","JFK","PSE",192,1617,23,59,2013-11-24 23:00:00,-1918,482,"Un-Christmas Eve"
"11944",2013,11,24,2357,2359,-2,420,437,-17,"B6",839,"N563JB","JFK","BQN",187,1576,23,59,2013-11-24 23:00:00,-1937,463,"Un-Christmas Eve"
"11945",2013,11,24,2358,2130,148,246,18,148,"B6",1371,"N709JB","LGA","FLL",143,1076,21,30,2013-11-24 21:00:00,-2112,288,"Un-Christmas Eve"
"11946",2013,11,25,1902,1859,3,2042,2055,-13,"9E",2928,"N605LR","JFK","ORD",132,740,18,59,2013-11-25 18:00:00,140,140,"Un-Christmas Eve"
"11947",2013,11,25,1903,1829,34,2052,2044,8,"EV",5268,"N722EV","LGA","CLT",86,544,18,29,2013-11-25 18:00:00,149,149,"Un-Christmas Eve"
"11948",2013,11,25,1904,1805,59,2035,1930,65,"WN",1710,"N785SW","EWR","MDW",117,711,18,5,2013-11-25 18:00:00,131,131,"Un-Christmas Eve"
"11949",2013,11,25,1905,1910,-5,2147,2209,-22,"DL",2159,"N994DL","JFK","MCO",130,944,19,10,2013-11-25 19:00:00,242,242,"Un-Christmas Eve"
"11950",2013,11,25,1905,1907,-2,2013,2031,-18,"EV",4498,"N26545","EWR","PWM",49,284,19,7,2013-11-25 19:00:00,108,108,"Un-Christmas Eve"
"11951",2013,11,25,1905,1909,-4,2039,2050,-11,"9E",2937,"N8696C","JFK","IAD",45,228,19,9,2013-11-25 19:00:00,134,134,"Un-Christmas Eve"
"11952",2013,11,25,1908,1825,43,2203,2149,14,"AS",5,"N419AS","EWR","SEA",338,2402,18,25,2013-11-25 18:00:00,295,295,"Un-Christmas Eve"
"11953",2013,11,25,1909,1900,9,2150,2218,-28,"DL",1576,"N3756","JFK","SAN",320,2446,19,0,2013-11-25 19:00:00,241,241,"Un-Christmas Eve"
"11954",2013,11,25,1911,1914,-3,2144,2204,-20,"UA",1480,"N37474","EWR","LAS",309,2227,19,14,2013-11-25 19:00:00,233,233,"Un-Christmas Eve"
"11955",2013,11,25,1912,1905,7,2107,2106,1,"DL",1473,"N324NB","LGA","MEM",157,963,19,5,2013-11-25 19:00:00,195,195,"Un-Christmas Eve"
"11956",2013,11,25,1914,1900,14,2213,2212,1,"UA",208,"N480UA","EWR","SEA",342,2402,19,0,2013-11-25 19:00:00,299,299,"Un-Christmas Eve"
"11957",2013,11,25,1921,1930,-9,2229,2230,-1,"DL",1485,"N905DE","LGA","MCO",139,950,19,30,2013-11-25 19:00:00,308,308,"Un-Christmas Eve"
"11958",2013,11,25,1921,1901,20,2225,2243,-18,"DL",245,"N37700","JFK","PHX",285,2153,19,1,2013-11-25 19:00:00,304,304,"Un-Christmas Eve"
"11959",2013,11,25,1923,1925,-2,2355,39,-44,"DL",347,"N382DA","JFK","SJU",189,1598,19,25,2013-11-25 19:00:00,432,432,"Un-Christmas Eve"
"11960",2013,11,25,1923,1930,-7,2129,2136,-7,"EV",4370,"N12567","EWR","CHS",107,628,19,30,2013-11-25 19:00:00,206,206,"Un-Christmas Eve"
"11961",2013,11,25,1923,1930,-7,2028,2049,-21,"EV",5769,"N909EV","LGA","IAD",46,229,19,30,2013-11-25 19:00:00,105,105,"Un-Christmas Eve"
"11962",2013,11,25,1923,1930,-7,2025,2049,-24,"9E",3720,"N8914A","LGA","SYR",39,198,19,30,2013-11-25 19:00:00,102,102,"Un-Christmas Eve"
"11963",2013,11,25,1923,1910,13,2245,2220,25,"AA",1193,"N3BJAA","LGA","DFW",224,1389,19,10,2013-11-25 19:00:00,322,322,"Un-Christmas Eve"
"11964",2013,11,25,1923,1920,3,2039,2055,-16,"WN",152,"N755SA","LGA","MKE",117,738,19,20,2013-11-25 19:00:00,116,116,"Un-Christmas Eve"
"11965",2013,11,25,1924,1930,-6,2235,2235,0,"AA",1691,"N489AA","EWR","DFW",224,1372,19,30,2013-11-25 19:00:00,311,311,"Un-Christmas Eve"
"11966",2013,11,25,1925,1930,-5,2110,2115,-5,"MQ",3535,"N525MQ","JFK","CMH",80,483,19,30,2013-11-25 19:00:00,185,185,"Un-Christmas Eve"
"11967",2013,11,25,1925,1930,-5,2208,2208,0,"9E",3521,"N909XJ","LGA","MCI",181,1107,19,30,2013-11-25 19:00:00,283,283,"Un-Christmas Eve"
"11968",2013,11,25,1926,1935,-9,2138,2203,-25,"FL",1346,"N906AT","LGA","ATL",113,762,19,35,2013-11-25 19:00:00,212,212,"Un-Christmas Eve"
"11969",2013,11,25,1926,1930,-4,2127,2141,-14,"EV",4543,"N33182","EWR","DSM",162,1017,19,30,2013-11-25 19:00:00,201,201,"Un-Christmas Eve"
"11970",2013,11,25,1927,1930,-3,2248,2249,-1,"DL",1091,"N345NW","JFK","SAT",240,1587,19,30,2013-11-25 19:00:00,321,321,"Un-Christmas Eve"
"11971",2013,11,25,1927,1932,-5,2356,28,-32,"B6",803,"N510JB","JFK","SJU",191,1598,19,32,2013-11-25 19:00:00,429,429,"Un-Christmas Eve"
"11972",2013,11,25,1927,1935,-8,2050,2132,-42,"EV",5287,"N740EV","LGA","MSN",121,812,19,35,2013-11-25 19:00:00,123,123,"Un-Christmas Eve"
"11973",2013,11,25,1927,1929,-2,2234,2255,-21,"UA",1526,"N26208","EWR","LAX",337,2454,19,29,2013-11-25 19:00:00,307,307,"Un-Christmas Eve"
"11974",2013,11,25,1928,1929,-1,2243,2252,-9,"UA",214,"N811UA","EWR","SAT",231,1569,19,29,2013-11-25 19:00:00,315,315,"Un-Christmas Eve"
"11975",2013,11,25,1929,1932,-3,2203,2234,-31,"UA",1269,"N37434","EWR","PBI",139,1023,19,32,2013-11-25 19:00:00,274,274,"Un-Christmas Eve"
"11976",2013,11,25,1930,1915,15,2124,2115,9,"EV",4714,"N12569","EWR","CLT",83,529,19,15,2013-11-25 19:00:00,194,194,"Un-Christmas Eve"
"11977",2013,11,25,1930,1920,10,2113,2111,2,"9E",2931,"N914XJ","JFK","PIT",68,340,19,20,2013-11-25 19:00:00,183,183,"Un-Christmas Eve"
"11978",2013,11,25,1930,1925,5,2236,2245,-9,"AA",2437,"N3BCAA","LGA","MIA",163,1096,19,25,2013-11-25 19:00:00,306,306,"Un-Christmas Eve"
"11979",2013,11,25,1931,1929,2,2207,2222,-15,"DL",1729,"N3739P","JFK","LAS",310,2248,19,29,2013-11-25 19:00:00,276,276,"Un-Christmas Eve"
"11980",2013,11,25,1931,1935,-4,2137,2149,-12,"9E",2911,"N604LR","JFK","CVG",106,589,19,35,2013-11-25 19:00:00,206,206,"Un-Christmas Eve"
"11981",2013,11,25,1933,1930,3,2137,2138,-1,"EV",4361,"N16954","EWR","TYS",103,631,19,30,2013-11-25 19:00:00,204,204,"Un-Christmas Eve"
"11982",2013,11,25,1935,1940,-5,2245,2243,2,"B6",1271,"N645JB","LGA","FLL",160,1076,19,40,2013-11-25 19:00:00,310,310,"Un-Christmas Eve"
"11983",2013,11,25,1937,1930,7,2241,2300,-19,"DL",1768,"N684DA","JFK","SLC",277,1990,19,30,2013-11-25 19:00:00,304,304,"Un-Christmas Eve"
"11984",2013,11,25,1938,1945,-7,2131,2150,-19,"MQ",3603,"N807MQ","LGA","DTW",83,502,19,45,2013-11-25 19:00:00,193,193,"Un-Christmas Eve"
"11985",2013,11,25,1938,1945,-7,2032,2101,-29,"9E",2951,"N812AY","JFK","PHL",27,94,19,45,2013-11-25 19:00:00,94,94,"Un-Christmas Eve"
"11986",2013,11,25,1938,1932,6,2300,2305,-5,"B6",161,"N547JB","JFK","SMF",357,2521,19,32,2013-11-25 19:00:00,362,362,"Un-Christmas Eve"
"11987",2013,11,25,1940,1920,20,2227,2202,25,"9E",2925,"N295PQ","JFK","MSY",193,1182,19,20,2013-11-25 19:00:00,287,287,"Un-Christmas Eve"
"11988",2013,11,25,1943,1930,13,2101,2047,14,"EV",5714,"N832AS","JFK","IAD",45,228,19,30,2013-11-25 19:00:00,158,158,"Un-Christmas Eve"
"11989",2013,11,25,1948,1944,4,2215,2234,-19,"UA",264,"N564UA","EWR","MCO",128,937,19,44,2013-11-25 19:00:00,267,267,"Un-Christmas Eve"
"11990",2013,11,25,1951,1945,6,2141,2130,11,"MQ",3374,"N816MQ","JFK","RDU",81,427,19,45,2013-11-25 19:00:00,190,190,"Un-Christmas Eve"
"11991",2013,11,25,1951,2000,-9,2049,2115,-26,"US",2162,"N961UW","LGA","BOS",39,184,20,0,2013-11-25 20:00:00,98,98,"Un-Christmas Eve"
"11992",2013,11,25,1952,2000,-8,2120,2117,3,"9E",2950,"N8965E","JFK","BWI",41,184,20,0,2013-11-25 20:00:00,168,168,"Un-Christmas Eve"
"11993",2013,11,25,1953,1956,-3,2216,2234,-18,"DL",2454,"N384DA","JFK","DEN",238,1626,19,56,2013-11-25 19:00:00,263,263,"Un-Christmas Eve"
"11994",2013,11,25,1955,2000,-5,2239,2239,0,"DL",1147,"N984DL","LGA","ATL",121,762,20,0,2013-11-25 20:00:00,284,284,"Un-Christmas Eve"
"11995",2013,11,25,1955,2000,-5,2057,2110,-13,"AA",2314,"N3FKAA","JFK","BOS",41,187,20,0,2013-11-25 20:00:00,102,102,"Un-Christmas Eve"
"11996",2013,11,25,1955,2001,-6,2230,2252,-22,"B6",883,"N641JB","JFK","MCO",136,944,20,1,2013-11-25 20:00:00,275,275,"Un-Christmas Eve"
"11997",2013,11,25,1955,2000,-5,2104,2119,-15,"US",2195,"N762US","LGA","DCA",46,214,20,0,2013-11-25 20:00:00,149,149,"Un-Christmas Eve"
"11998",2013,11,25,1956,2002,-6,2051,2122,-31,"UA",234,"N478UA","EWR","BOS",41,200,20,2,2013-11-25 20:00:00,95,95,"Un-Christmas Eve"
"11999",2013,11,25,1957,2001,-4,2226,2220,6,"EV",4321,"N18102","EWR","MCI",189,1092,20,1,2013-11-25 20:00:00,269,269,"Un-Christmas Eve"
"12000",2013,11,25,1959,1935,24,2250,2235,15,"DL",1435,"N302NB","LGA","TPA",145,1010,19,35,2013-11-25 19:00:00,291,291,"Un-Christmas Eve"
"12001",2013,11,25,2003,2005,-2,2134,2130,4,"EV",4224,"N13969","EWR","MKE",128,725,20,5,2013-11-25 20:00:00,131,131,"Un-Christmas Eve"
"12002",2013,11,25,2004,2010,-6,2209,2219,-10,"EV",4348,"N16178","EWR","MSP",165,1008,20,10,2013-11-25 20:00:00,205,205,"Un-Christmas Eve"
"12003",2013,11,25,2006,2005,1,2254,2310,-16,"B6",1201,"N587JB","JFK","FLL",149,1069,20,5,2013-11-25 20:00:00,248,248,"Un-Christmas Eve"
"12004",2013,11,25,2007,1940,27,2143,2115,28,"AA",363,"N403AA","LGA","ORD",126,733,19,40,2013-11-25 19:00:00,136,136,"Un-Christmas Eve"
"12005",2013,11,25,2011,2014,-3,2257,2242,15,"EV",4333,"N12145","EWR","TUL",203,1215,20,14,2013-11-25 20:00:00,246,246,"Un-Christmas Eve"
"12006",2013,11,25,2012,2015,-3,2346,2314,32,"UA",1631,"N73275","EWR","IAH",227,1400,20,15,2013-11-25 20:00:00,334,334,"Un-Christmas Eve"
"12007",2013,11,25,2013,2015,-2,2108,2126,-18,"B6",418,"N374JB","JFK","BOS",38,187,20,15,2013-11-25 20:00:00,95,95,"Un-Christmas Eve"
"12008",2013,11,25,2014,2000,14,2300,2303,-3,"B6",65,"N563JB","JFK","ABQ",263,1826,20,0,2013-11-25 20:00:00,286,286,"Un-Christmas Eve"
"12009",2013,11,25,2014,1930,44,2307,2238,29,"B6",225,"N760JB","JFK","TPA",152,1005,19,30,2013-11-25 19:00:00,293,293,"Un-Christmas Eve"
"12010",2013,11,25,2015,2025,-10,2314,2335,-21,"UA",288,"N845UA","EWR","MIA",155,1085,20,25,2013-11-25 20:00:00,299,299,"Un-Christmas Eve"
"12011",2013,11,25,2015,2020,-5,2323,2359,-36,"UA",1651,"N77430","EWR","SFO",347,2565,20,20,2013-11-25 20:00:00,308,308,"Un-Christmas Eve"
"12012",2013,11,25,2016,2000,16,2309,2315,-6,"DL",2065,"N3754A","JFK","FLL",150,1069,20,0,2013-11-25 20:00:00,293,293,"Un-Christmas Eve"
"12013",2013,11,25,2016,2019,-3,2342,2355,-13,"B6",915,"N827JB","JFK","SFO",359,2586,20,19,2013-11-25 20:00:00,326,326,"Un-Christmas Eve"
"12014",2013,11,25,2018,2025,-7,2146,2205,-19,"AA",371,"N486AA","LGA","ORD",125,733,20,25,2013-11-25 20:00:00,128,128,"Un-Christmas Eve"
"12015",2013,11,25,2019,2029,-10,2154,2216,-22,"EV",5956,"N16561","LGA","CLE",76,419,20,29,2013-11-25 20:00:00,135,135,"Un-Christmas Eve"
"12016",2013,11,25,2019,2028,-9,2151,2206,-15,"UA",1464,"N38417","EWR","CLE",67,404,20,28,2013-11-25 20:00:00,132,132,"Un-Christmas Eve"
"12017",2013,11,25,2022,2030,-8,2157,2150,7,"MQ",3604,"N546MQ","EWR","ORD",122,719,20,30,2013-11-25 20:00:00,135,135,"Un-Christmas Eve"
"12018",2013,11,25,2024,2027,-3,2256,2243,13,"EV",4141,"N11551","EWR","IND",117,645,20,27,2013-11-25 20:00:00,232,232,"Un-Christmas Eve"
"12019",2013,11,25,2025,2035,-10,2158,2215,-17,"MQ",3257,"N857MQ","LGA","RDU",75,431,20,35,2013-11-25 20:00:00,133,133,"Un-Christmas Eve"
"12020",2013,11,25,2026,2029,-3,2158,2207,-9,"EV",4106,"N19554","EWR","GSO",73,445,20,29,2013-11-25 20:00:00,132,132,"Un-Christmas Eve"
"12021",2013,11,25,2028,2019,9,2334,2345,-11,"UA",1224,"N17245","EWR","LAX",335,2454,20,19,2013-11-25 20:00:00,306,306,"Un-Christmas Eve"
"12022",2013,11,25,2028,2030,-2,2231,2205,26,"WN",3494,"N710SW","EWR","MDW",117,711,20,30,2013-11-25 20:00:00,203,203,"Un-Christmas Eve"
"12023",2013,11,25,2030,2035,-5,2145,2200,-15,"9E",2914,"N279PQ","JFK","DCA",53,213,20,35,2013-11-25 20:00:00,115,115,"Un-Christmas Eve"
"12024",2013,11,25,2030,2040,-10,2239,2302,-23,"9E",4033,"N8933B","LGA","TYS",107,647,20,40,2013-11-25 20:00:00,209,209,"Un-Christmas Eve"
"12025",2013,11,25,2030,2035,-5,2348,2357,-9,"B6",71,"N591JB","JFK","SLC",296,1990,20,35,2013-11-25 20:00:00,318,318,"Un-Christmas Eve"
"12026",2013,11,25,2033,2015,18,2338,2354,-16,"DL",427,"N194DN","JFK","LAX",342,2475,20,15,2013-11-25 20:00:00,305,305,"Un-Christmas Eve"
"12027",2013,11,25,2033,2000,33,2345,2325,20,"VX",415,"N641VA","JFK","LAX",345,2475,20,0,2013-11-25 20:00:00,312,312,"Un-Christmas Eve"
"12028",2013,11,25,2035,2018,17,2328,2313,15,"B6",153,"N763JB","JFK","PBI",149,1028,20,18,2013-11-25 20:00:00,293,293,"Un-Christmas Eve"
"12029",2013,11,25,2038,2045,-7,2329,2344,-15,"UA",1618,"N73276","EWR","TPA",150,997,20,45,2013-11-25 20:00:00,291,291,"Un-Christmas Eve"
"12030",2013,11,25,2039,2048,-9,2322,2319,3,"EV",4397,"N12136","EWR","MSY",195,1167,20,48,2013-11-25 20:00:00,283,283,"Un-Christmas Eve"
"12031",2013,11,25,2041,2040,1,2347,2326,21,"EV",4204,"N17138","EWR","OKC",220,1325,20,40,2013-11-25 20:00:00,306,306,"Un-Christmas Eve"
"12032",2013,11,25,2042,2046,-4,2351,2358,-7,"B6",329,"N536JB","JFK","RSW",173,1074,20,46,2013-11-25 20:00:00,309,309,"Un-Christmas Eve"
"12033",2013,11,25,2045,1935,70,2210,2120,50,"9E",2909,"N296PQ","JFK","RIC",57,288,19,35,2013-11-25 19:00:00,165,165,"Un-Christmas Eve"
"12034",2013,11,25,2046,2025,21,2345,2340,5,"UA",314,"N587UA","JFK","LAX",337,2475,20,25,2013-11-25 20:00:00,299,299,"Un-Christmas Eve"
"12035",2013,11,25,2049,2100,-11,2201,2214,-13,"US",2197,"N768US","LGA","DCA",43,214,21,0,2013-11-25 21:00:00,152,152,"Un-Christmas Eve"
"12036",2013,11,25,2051,2055,-4,2320,2310,10,"MQ",3473,"N539MQ","LGA","ATL",120,762,20,55,2013-11-25 20:00:00,269,269,"Un-Christmas Eve"
"12037",2013,11,25,2051,1930,81,2252,2130,82,"MQ",3573,"N849MQ","LGA","CMH",94,479,19,30,2013-11-25 19:00:00,201,201,"Un-Christmas Eve"
"12038",2013,11,25,2051,2039,12,15,2355,20,"B6",1205,"N632JB","JFK","PDX",353,2454,20,39,2013-11-25 20:00:00,-2036,364,"Un-Christmas Eve"
"12039",2013,11,25,2053,2100,-7,2200,2239,-39,"EV",5048,"N741EV","LGA","RIC",49,292,21,0,2013-11-25 21:00:00,147,147,"Un-Christmas Eve"
"12040",2013,11,25,2053,2045,8,8,2359,9,"B6",1295,"N634JB","JFK","AUS",235,1521,20,45,2013-11-25 20:00:00,-2045,355,"Un-Christmas Eve"
"12041",2013,11,25,2054,2040,14,2359,2359,0,"B6",523,"N646JB","JFK","LAX",336,2475,20,40,2013-11-25 20:00:00,305,305,"Un-Christmas Eve"
"12042",2013,11,25,2055,2040,15,2328,2302,26,"EV",4085,"N34111","EWR","OMA",188,1134,20,40,2013-11-25 20:00:00,273,273,"Un-Christmas Eve"
"12043",2013,11,25,2057,2100,-3,2319,2329,-10,"B6",775,"N307JB","JFK","MSY",186,1182,21,0,2013-11-25 21:00:00,262,262,"Un-Christmas Eve"
"12044",2013,11,25,2058,2050,8,2204,2212,-8,"DL",985,"N920DL","JFK","BOS",34,187,20,50,2013-11-25 20:00:00,146,146,"Un-Christmas Eve"
"12045",2013,11,25,2058,2107,-9,2315,2319,-4,"EV",4536,"N16951","EWR","CVG",106,569,21,7,2013-11-25 21:00:00,257,257,"Un-Christmas Eve"
"12046",2013,11,25,2058,2100,-2,2338,2345,-7,"B6",499,"N662JB","LGA","MCO",136,950,21,0,2013-11-25 21:00:00,280,280,"Un-Christmas Eve"
"12047",2013,11,25,2059,2100,-1,2156,2206,-10,"US",2164,"N957UW","LGA","BOS",38,184,21,0,2013-11-25 21:00:00,97,97,"Un-Christmas Eve"
"12048",2013,11,25,2100,2033,27,2224,2206,18,"FL",1159,"N961AT","LGA","CAK",68,397,20,33,2013-11-25 20:00:00,124,124,"Un-Christmas Eve"
"12049",2013,11,25,2103,2059,4,2238,2244,-6,"B6",105,"N375JB","JFK","ORD",138,740,20,59,2013-11-25 20:00:00,135,135,"Un-Christmas Eve"
